2066.516615 -4.533
2066.516850 -1.679
2066.517086 -0.252
2066.517321 -0.342
2066.517556 4.484
2066.517791 2.031
2066.518026 3.997
2066.518261 3.774
2066.518497 -4.945
2066.518732 -5.558
2066.584213 0.175
2066.584683 -0.490
2066.584918 4.191
2066.585153 -2.564
2066.585388 2.839
2066.585624 -0.032
2066.585859 2.790
2066.586329 -6.007
2066.651810 0.210
2066.652045 -4.827
2066.652280 -1.082
2066.652515 -4.076
2066.652750 -3.273
2066.653221 -5.693
2066.653456 0.161
2066.653691 -5.929
2067.055747 -2.000
2067.055982 0.424
2067.056218 -0.781
2067.056453 -0.928
2067.056923 -1.586
2067.057158 0.269
2067.057393 -0.739
2067.057629 0.677
2067.057864 0.146
2067.123804 4.262
2067.124274 7.834
2067.124509 12.990
2067.124745 1.005
2067.124980 0.261
2067.125215 6.885
2067.125450 6.943
2067.125685 4.014
2067.125920 12.317
2067.190931 -1.575
2067.191401 -1.693
2067.191636 -2.289
2067.192107 -2.968
2067.192342 -2.247
2067.192577 -2.141
2067.192812 -1.003
2067.193047 -1.756
2067.193282 -2.251
2067.326552 -3.356
2067.327257 -5.153
2067.327492 -0.888
2067.327963 2.862
2067.328198 -3.225
2067.328433 1.913
2067.328668 0.359
2067.328903 -0.899
2067.329138 2.904
2067.329609 2.555
2067.329844 2.004
2067.330079 1.785
2067.330314 6.385
2067.330549 -1.262
2067.330784 1.299
2067.931882 8.411
2067.932352 -0.706
2067.932587 -4.360
2067.932823 0.735
2067.933058 -9.311
2067.933293 0.498
2067.933528 -6.579
2067.933763 5.054
2067.933998 -8.745
2067.934234 -3.044
2067.934469 -6.732
2067.934939 -11.109
2067.935174 7.732
2067.935409 -7.414
2067.935644 7.627
2067.935880 -8.538
2067.936115 4.138
2069.010840 -7.941
2069.011075 0.933
2069.011310 1.844
2069.011545 0.646
2069.011780 -4.664
2069.012015 -4.115
2069.012250 -5.247
2069.012486 -0.268
2069.012721 -1.230
2069.012956 -3.379
2069.013191 -2.095
2069.013426 -7.871
2069.013661 -2.527
2069.013897 -1.803
2069.014133 -6.631
2069.014368 2.517
2069.014603 -2.933
2069.014838 2.089
2069.482834 0.063
2069.483304 3.059
2069.483539 0.410
2069.484245 -5.964
2069.484480 -0.609
2069.484715 -1.727
2069.484950 1.871
2069.485185 3.331
2069.485420 -4.458
2069.485655 -0.220
2069.486361 -6.376
2069.486596 -2.482
2069.486831 2.322
2069.487066 -1.110
2069.550666 -1.095
2069.550901 -3.157
2069.551136 0.658
2069.551371 -2.075
2069.551842 -0.503
2069.552077 -4.336
2069.552312 -2.398
2069.552547 2.093
2069.552782 2.988
2069.553018 -1.875
2069.553488 -1.496
2069.553723 -2.457
2069.553958 -0.053
2069.554193 0.849
2069.554429 -3.136
2069.617323 -0.144
2069.617793 -3.410
2069.618028 -2.390
2069.618263 2.845
2069.618498 -4.485
2069.618969 3.702
2069.619204 -5.667
2069.619439 4.257
2069.619674 -5.721
2069.619909 0.474
2069.620145 -3.656
2069.620380 0.264
2069.620615 1.903
2069.620850 -4.730
2069.621085 3.475
2069.621320 5.241
2069.621556 4.413
2069.621791 -3.421
2069.684685 -4.492
2069.685155 -3.616
2069.685390 -1.856
2069.685625 2.648
2069.685861 -0.058
2069.686096 -6.638
2069.686331 0.274
2069.686566 -2.296
2069.686801 -2.363
2069.687272 0.265
2069.687507 2.554
2069.687742 -1.612
2069.687977 -2.472
2069.688212 -0.305
2069.688447 -1.828
2069.688682 -3.705
2069.688918 4.687
2069.752517 4.034
2069.753223 1.936
2069.753928 -2.399
2069.754164 5.553
2069.754399 -0.581
2069.754634 -2.333
2069.754869 -2.315
2069.755104 -5.141
2069.755339 0.065
2069.755574 -3.714
2069.755810 1.414
2069.756045 -0.125
2069.756280 1.704
2069.756515 -6.471
2069.819409 -5.169
2069.819880 0.967
2069.820350 0.735
2069.820820 1.196
2069.821055 -3.458
2069.821291 -7.938
2069.821526 9.285
2069.821761 -1.380
2069.821996 -8.945
2069.822231 0.254
2069.822466 3.021
2069.822701 6.765
2069.822937 -2.090
